"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","doJOZc","W4Efsd 6","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Prasasti+Gym+%26+Pilates/data=!4m7!3m6!1s0x2e7a59005920ec3f:0x6b74aa88eb64c52!8m2!3d-7.7492897!4d110.4225487!16s%2Fg%2F11yhxl45h8!19sChIJP-wgWQBZei4RUky2jqhKtwY?authuser=0&hl=id&rclk=1","Prasasti Gym & Pilates","4,6","(31)","Tempat Fitness","·","Jl. Elang Jawa","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSf4CTBe0MW4bovTxPibXoBGL9Nf6cngGBadzLT5U5XicyaZ0hczu2BrVfR63xs5Ej--CexaL5yzClJmeCzxFntWXRCSESBQmYmMrri_Rlu37x8uurqECNhQXC2mohPHhD6p5_38je9Aw=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sekeluarga","gym","dan pilates disini, nyobain kelas dengan coach Lia."""
"https://www.google.com/maps/place/LEMBAH+FITNESS+AURIGA/data=!4m7!3m6!1s0x2e7a5930355d4bc3:0x3b372b2757643a9!8m2!3d-7.7417095!4d110.3851302!16s%2Fg%2F11tc_2n5pk!19sChIJw0tdNTBZei4RqUN2dbJyswM?authuser=0&hl=id&rclk=1","LEMBAH FITNESS AURIGA","4,4","(38)","Pusat kebugaran","·","Jl. Kayen Raya No.17","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-ihlXkWeFyyFq3jsZKK-YCZnYQarho2eDX3b5zx3qQoKjDHlu1pPczIGadRTzyt0Pan8-Yyh4hdsOp2mt3Mvx12-pBwipE9Z62KDRuH0GKrYA0SuQcOrb_qbF241_qQ5HpA6z=w122-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya kemahalan, tapi efek positifnya","gym","ini gk over crowded."""
"https://www.google.com/maps/place/Bear+Cave+Powerhouse/data=!4m7!3m6!1s0x2e7a59bcd62b7c2d:0x20d64dea019e4f3!8m2!3d-7.7708039!4d110.4016959!16s%2Fg%2F11kk72223w!19sChIJLXwr1rxZei4R8-QZoN5kDQI?authuser=0&hl=id&rclk=1","Bear Cave Powerhouse","4,9","(55)","Tempat Fitness","·","Jl. Wahid Hasyim No.126","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH32FuGGn3f6KLtSx35yWfuTx0v5l1-FCzLDEpTuYIUNzy6evF1IOG9kQVQWplspFwppKJBxcHLgYF6FPtPIul9d9-IiKTzMXyReFfBHjiKjRGP93sNQ6de5ublFvABP2Yol1XwCA=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Real Power House Experienced, Beginner & Wibu Friendly.""","",""
"https://www.google.com/maps/place/Garuda+fitnes+403/data=!4m7!3m6!1s0x2e7a598e4d774c0b:0x889c27b319f38dc5!8m2!3d-7.7513402!4d110.3867038!16s%2Fg%2F11smn7tc6g!19sChIJC0x3TY5Zei4RxY3zGbMnnIg?authuser=0&hl=id&rclk=1","Garuda fitnes 403","4,8","(129)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3OwzkaXQ4U2kw8M20_lWEilUAXT19aWl0wkWMy3n7Q8tubb_BGRqjLF4M885YOdmceIFHKsDID_EcBLlTmyD5SK_wYD11GMw97ggG9A79EaEKWosWODFLdBUOHr1xYOFV2zz63A=w80-h106-k-no","","Gg. Anjasmoro No.32","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu tempat","gym","yang masih terjangkau harganya."""
"https://www.google.com/maps/place/FIT+HUB+Gejayan/data=!4m7!3m6!1s0x2e7a59910fedbed7:0x74beac699a2b557f!8m2!3d-7.7803063!4d110.3883122!16s%2Fg%2F11lw85_lvh!19sChIJ177tD5FZei4Rf1UrmmmsvnQ?authuser=0&hl=id&rclk=1","FIT HUB Gejayan","4,9","(349)","Tempat Fitness","·","Jl. Affandi No.55","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHqD8bjzncG3GRJNmAkYOPLDXey989JD0LAAUo8P-zhISr5Nya7QOYK0qh1YKIhRk0jHE6-5sI6589Wye5cgS7VX13GM5j_t9EKT9ukiPqHIHuCTmkBtN-Bip83mrzHmEupfjr=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","gym","bagus, loker bersih, parkiran juga sangat nyaman."""
"https://www.google.com/maps/place/Hall+Olahraga+UII/data=!4m7!3m6!1s0x2e7a5e99f4712d67:0xe3ae7d71c8b46a41!8m2!3d-7.6859364!4d110.4155176!16s%2Fg%2F11d_bjd378!19sChIJZy1x9Jleei4RQWq0yHF9ruM?authuser=0&hl=id&rclk=1","Hall Olahraga UII","4,4","(41)","Tempat Fitness","·","LEM (Lembaga Eksekutif Mahasiswa) UII, Jl. Kaliurang No.Km.14,5","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGH0r_wk7dX3bJMjTgR4uaSg9vpCbyjiqgfSgm9nM9gpPc_mvzdZGgdUvvyc1GIXY8qGqt303buywSROIz77iYDBS_YyF6ket3lwea5RD1sALDvPGDvj_fk5uHhKFZ4oPNw95-_=w163-h92-k-no","","","","","",""
"https://www.google.com/maps/place/Areafit+Fitness+Seturan/data=!4m7!3m6!1s0x2e7a590009d3c6e7:0xa097e9eead7be678!8m2!3d-7.7626722!4d110.4119325!16s%2Fg%2F11y8j6t_6m!19sChIJ58bTCQBZei4ReOZ7re7pl6A?authuser=0&hl=id&rclk=1","Areafit Fitness Seturan","4,3","(46)","Gym Tinju Muay Thai","·","Jl. Seturan Raya No.4","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgbBcZoLFetScoA0-sivh2sGP_JAOF8iTO-Dl4BcgnsfXuu62W4n11kslyMgcb7tHBOu_7ASc9WV9-_-U_lGa-1eeu6oEik8xJFZK36zyXVU5aScEdtceSGrPg0sGcIUR_4BWaRw=w122-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Comfy & clean bener nih tempat","gym","satu ini."""
"https://www.google.com/maps/place/Poetri+gym/data=!4m7!3m6!1s0x2e7a5997e16c75f5:0xfe31581480136e0a!8m2!3d-7.7614332!4d110.3939879!16s%2Fg%2F11y8f2njw9!19sChIJ9XVs4ZdZei4RCm4TgBRYMf4?authuser=0&hl=id&rclk=1","Poetri gym","4,5","(101)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG39xX9g2xv-f1OQAgtdRVTcxzllhEw0ZwpqpDXPj-QX4e2469jPdGQwwm9s4uSzQcFvDE3uMEphmh07s3XvZITji5lRH-4ybXSZBzDq6BopkMVLTU6PtmSQk8ypc3BZxJqimetw8aQohYL=w80-h106-k-no","","Jl. Affandi No.26","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","nya oke bersih dingin enak, alatnya lumayannn lengkap."""
"https://www.google.com/maps/place/Hyena+Sports+Gym/data=!4m7!3m6!1s0x2e7a59006de0870d:0xcb91610c0a8b0d80!8m2!3d-7.7758735!4d110.411879!16s%2Fg%2F11yfz_2vjj!19sChIJDYfgbQBZei4RgA2LCgxhkcs?authuser=0&hl=id&rclk=1","Hyena Sports Gym","4,8","(172)","Tempat Fitness","·","6CF6+MQ2","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVLnDrT1GoaMmMlH6ZYn55b1dB3ijSe0_51McLQ4fkt95r6V02SKSM9dfQFYzAZUDO9QwrRwYbIxH5mMT-pDazVCLKDGIwXoGLKzHgYATDWOaMjzoyfPK_qhgBHFBNOcgsGLnzIMG6_EKx=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","bersih, alat baru, ada locker room dan shower."""
"https://www.google.com/maps/place/Athletic+Fitness+Gym+Jogja/data=!4m7!3m6!1s0x2e7a5954027d9641:0xc8cbc05004987ab5!8m2!3d-7.7440701!4d110.3768129!16s%2Fg%2F11g189lyfh!19sChIJQZZ9AlRZei4RtXqYBFDAy8g?authuser=0&hl=id&rclk=1","Athletic Fitness Gym Jogja","4,6","(96)","Klub Olahraga","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAErlGzpipIiZsvNDR6dpA5A40KC0GDvuGXOVJ4rSdr1moqUo6g53Mrz0MZ8hExVdHZcCOWn0Mk820pB7UWzoIIzAtm4ufnzavGj2rYN-x5KaJnkrPtQGloZrYU-BpR6YX5Ow2zc=w80-h142-k-no","","Jl. Lempongsari No.317-351","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ruangan gymnya ber-AC sepi sekaleeee cocok buat kalean yg introvert.""","",""
"https://www.google.com/maps/place/Breakout+gym+jogja/data=!4m7!3m6!1s0x2e7a5900490f0df1:0x7aa5aee767e7843e!8m2!3d-7.7493804!4d110.4062532!16s%2Fg%2F11xl1gj_zh!19sChIJ8Q0PSQBZei4RPoTnZ-eupXo?authuser=0&hl=id&rclk=1","Breakout gym jogja","4,7","(7)","Tempat Fitness","·","Jl.gurameh raya no 24 tegalrejo","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9gDD6KtJSfE4HAo_T7uHU5EKSyiLHqpT3AWRv78WiiI6FZilqZJNWyO1aiSWu--VlrI5diOuUH2Gw3lOfDiTQ0Gsb2KwusdJ3uYXyHKzxoV2-9Wh7Sp-2J9iOzjr1SmZrUd2uapppCzM=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""sebulan jadi member awalnya coba2 malah nyaman""","",""
"https://www.google.com/maps/place/Zeus+Gym/data=!4m7!3m6!1s0x2e7a5b2a4df0243d:0x17b3c7b68ea68f!8m2!3d-7.7551661!4d110.4737608!16s%2Fg%2F11vd8816qv!19sChIJPSTwTSpbei4Rj6aOtsezFwA?authuser=0&hl=id&rclk=1","Zeus Gym","4,8","(53)","Tempat Fitness","","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFolRN5I7w_wsrLWzlJpqv2NDM6Itn4eTEEJgZT_snDsENVRcXRbB-OQC3pzzlI8iW5c58Ku0Fel6iAVRZTWYOv30lcHf8nHx8P-VjR9MLjEHHz6N1P2ANbHR4RPTH6OhqgkHtBA=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Clean & affordable.""","",""
"https://www.google.com/maps/place/Bj+Fitness+center/data=!4m7!3m6!1s0x2e7a5f55e92dc46d:0x22f61f43e94f8497!8m2!3d-7.7126866!4d110.3437402!16s%2Fg%2F11js5db0bh!19sChIJbcQt6VVfei4Rl4RP6UMf9iI?authuser=0&hl=id&rclk=1","Bj Fitness center","4,9","(283)","Tempat Fitness","·","PANGUKAN Jl. Dr. Radjimin No.6","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCQ_WcPqkWIER15QgX7UFYKenNeCXoF231jDVA2AN3QEut26lzBcedN7U1WHQyBEcHwbEhNirKjo4XDFJOJljmWsTX71m97XlxEnWdaaIwbwvNVZ2rjgnrVBb90m_89bkmk313=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga membership terbilang murah (dibandingkan","gym","di daerah kota Jogja)."""
"https://www.google.com/maps/place/Fitness+Plus+Jogja/data=!4m7!3m6!1s0x2e7a59f1b88e10f3:0x50a2486fe23a5bfa!8m2!3d-7.7672976!4d110.3542483!16s%2Fg%2F11lcpl1clj!19sChIJ8xCOuPFZei4R-ls64m9IolA?authuser=0&hl=id&rclk=1","Fitness Plus Jogja","4,6","(424)","Tempat Fitness","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoMUHFLtStwPa_YtGI2V1p0giCyqUpj2X3eCM4ahQkqndGQId8q2EHY0dubGFHO956l_0lTV3LX-4oww8lBsCsFj3P1c2z2e08fBRRLobOzcpn9ht0mEKUmwHY601cV-aA0_37Yg=w163-h92-k-no","","Jl. Jambon","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","gym","bersih, rapi, luas, ada sauna, staff cukup helpful."""
"https://www.google.com/maps/place/WZone+Gym+Studio+-+Babarsari/data=!4m7!3m6!1s0x2e7a5925c18f087d:0xfddf2128c0af9eb3!8m2!3d-7.7740883!4d110.4120122!16s%2Fg%2F11xgt38531!19sChIJfQiPwSVZei4Rs56vwCgh3_0?authuser=0&hl=id&rclk=1","WZone Gym Studio - Babarsari","4,8","(193)","Pusat kebugaran","·","Ruko Rafflesia B2B, Jl. Babarsari","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7zk-v6OLiiECJg1xyY9DtlhPG-aUYHNvDSs0g95N4uIQEFxW9oe52HbI95KvSrIOn6HxE4bMTviPDPLu-ntMTV7gerBbGFAuKruqukZpwi0h0eIl8d9MFSoeseP9cP511T1PVoaSdPYXR=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat","gym","nyaman dengan alat"
"https://www.google.com/maps/place/Selecta+Fitness/data=!4m7!3m6!1s0x2e7a591a1e0cb18f:0x32850ea62d5b5cb2!8m2!3d-7.7383461!4d110.3893637!16s%2Fg%2F119x03fyj!19sChIJj7EMHhpZei4RslxbLaYOhTI?authuser=0&hl=id&rclk=1","Selecta Fitness","4,3","(69)","Tempat Fitness","·","·","Buka","· Tutup pukul 19.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnc540XIi_5uAXY9Egbf0HCkZYpmdGNg_RUaHPVB7YFczNR3CvpkXas6mVwW05qff9vKg67Z4S02xQwk2Kf8rprWWa43jpysszUET7Hzrh_92IRxkXNvTbIj3U3KtWzkjj7OGj=w163-h92-k-no","","Jl. Banteng Raya No.17","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","gym","100rb lain jarang ada yg punya."""
"https://www.google.com/maps/place/Ihsan+Sport+Center/data=!4m7!3m6!1s0x2e7a5d006238fd61:0xcc6d6d2b564de422!8m2!3d-7.6945119!4d110.4275854!16s%2Fg%2F11y8vvy57s!19sChIJYf04YgBdei4RIuRNVittbcw?authuser=0&hl=id&rclk=1","Ihsan Sport Center","5,0","(8)","Pusat pelatihan","·","Jl. Wonosalam No.Rt05/Rw 09","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8N02YC_AVblGwviRgr8Dg9ui0AEZu8_mcLM7bPorvjB4UsdjSF3uhgx5clOgD8MR2qVc2HEjc88hFRB-v9_SQAV6xqwP7i-v11Y2JN1RbT78nHXmmHijmw9kWcZwehBS1Z0N2QTnW7GLy=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nge","gym","yang nyaman, bersih, lumayan banyak dan baru alat2nya."""
"https://www.google.com/maps/place/Worldfit+Indonesia/data=!4m7!3m6!1s0x2e7a592d5e8dbb23:0xed234dc5aaca660!8m2!3d-7.7203446!4d110.361399!16s%2Fg%2F11hdvshfvg!19sChIJI7uNXi1Zei4RYKasWtw00g4?authuser=0&hl=id&rclk=1","Worldfit Indonesia","4,4","(189)","Tempat Fitness","·","Sleman City Hall,L1,Jl.Magelang KM 9, Jl. Gito Gati No.18 6B","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFF6A97QneXqE_TL-oZqPoyM4EKimuZbLrLxgpZ7NkQskXqMWW3Jfb0YrHmiYjTWbjFGPVr6nlXPhFPvd8Av2sUKE9HBSgm7cDCuaESdqJlYQ7cMi3y6L00eJS3mlq6xwFTPici=w122-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hari Sabtu ada free","gym","for ladies, terimakasih Worldfit"
"https://www.google.com/maps/place/TBG+FITNESS+YOGYAKARTA/data=!4m7!3m6!1s0x2e7a5942287f1bf9:0xe031a180b5353f8!8m2!3d-7.76386!4d110.4204391!16s%2Fg%2F11wy5rw_hm!19sChIJ-Rt_KEJZei4R-FNTCxgaAw4?authuser=0&hl=id&rclk=1","TBG FITNESS YOGYAKARTA","5,0","(26)","Pusat kebugaran","·","Jl. Utama Jl. Ring Road Utara","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgFoSNCqYFKT3rcS-JJpnkH-p95e000dF7-Cpw2RWIdpwc6QDgXblLJibJqM1SBanmeq1Gt0KWXEfPoqPnpPncyGOlsyoA5GjacebusNOfNvmIsawUWpBB-bUtHxSnEXAkWyM=w122-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman dan alat","gym","bagus dan proper"""
"https://www.google.com/maps/place/Chris+Studio/data=!4m7!3m6!1s0x2e7a593df953370b:0x1f3e0fb50145303e!8m2!3d-7.7296593!4d110.3979423!16s%2Fg%2F11b630zsrp!19sChIJCzdT-T1Zei4RPjBFAbUPPh8?authuser=0&hl=id&rclk=1","Chris Studio","4,2","(25)","Tempat Fitness","·","·","Buka","· Tutup pukul 19.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHB6qdlZ9vTogDtOYo07TsFPQoWVq-AwSekY_V512osJ2CnJj7wQUEzrnOj4rCGSrFvjHCam55WFae9vnXjtIIwfyV_urIRTmP4pnd0m4PsWy1fAdhOtEy0BG4e5WqcbAO0uPz96w=w122-h92-k-no","","No Jl. Kaliurang No.Km.9, RW.No.4","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ownernya ramahhhhh sekalii
Mbak Ningrumm🥰""","",""
"https://www.google.com/maps/place/Cakra+Sport+Centre/data=!4m7!3m6!1s0x2e7a59ab9bf17a89:0x638cfa3762846d16!8m2!3d-7.758296!4d110.381877!16s%2Fg%2F11bbybn4bb!19sChIJiXrxm6tZei4RFm2EYjf6jGM?authuser=0&hl=id&rclk=1","Cakra Sport Centre","4,5","(111)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtYz5vHtxQRsQ2Vpw7A_Wtr4EGG-1jOLj5WPJA1-mJ9eenlAjUuJWO28oHXUU-K4XAuNt_KmwAkTVNMPQzkxUtBEeEjFUdAeulDkeX_PgrBViwkFnFks4YCE8ZRyg5HDFC_NlD=w122-h92-k-no","","Jl. Kaliurang Km. 5,5 No.44 Plaza Cakra Kembang Lt. 3","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""krna mau join""","",""
"https://www.google.com/maps/place/LOKI+GYM/data=!4m7!3m6!1s0x2e7a5993c80a56df:0x31f26e750ea02ed9!8m2!3d-7.7723093!4d110.3984852!16s%2Fg%2F11jyx9rpz8!19sChIJ31YKyJNZei4R2S6gDnVu8jE?authuser=0&hl=id&rclk=1","LOKI GYM","4,9","(29)","Pusat kebugaran","·","Jl. Alamanda","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFv-FR15NI6Kzb6jhhUSfnOvBwS9ZOS6x0NtiyjbfzfMGXnzB1BTdKQhPBW_9dSIVNozn3N1jdj0fVr8oTqWKsQtzMoVK7bU7G68dlUN9WeGytE9CtHAcKsazUM79hbvlyvphTS=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Old School","Gym","."""
"https://www.google.com/maps/place/Rodeo+Fitness/data=!4m7!3m6!1s0x2e7a59af57243c5b:0x5371dc3e32ffb05!8m2!3d-7.7552656!4d110.3988873!16s%2Fg%2F11t7h4nx_c!19sChIJWzwkV69Zei4RBfsv48MdNwU?authuser=0&hl=id&rclk=1","Rodeo Fitness","4,0","(47)","Tempat Fitness","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM-GU7Vpvemtc7rCV0s_crBf_SkbKm60oI7orkcvHmEZzWEGUln95f1rhsIAj8XIO5s5In_fIRvj3pemoTOVBA3MqzYKsYVwm-lUBdWffp6RqyAPvzi4qJ67ctXgbzJRw1wbAF4SRzkkU=w80-h106-k-no","","Jl. Anggajaya 2 No.15","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alat","gym","lengkap, bersih, dan di rawat dengan baik."""
"https://www.google.com/maps/place/Coach+Play+7+Gym+Jogja/data=!4m7!3m6!1s0x2e7a5974fc7d41f5:0x16bd7c4ddf0791d7!8m2!3d-7.7654968!4d110.4029461!16s%2Fg%2F11tmwyptqv!19sChIJ9UF9_HRZei4R15EH3018vRY?authuser=0&hl=id&rclk=1","Coach Play 7 Gym Jogja","4,7","(37)","Tempat Fitness","·","6CM3+R5C","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqvdvxZi-WXcqApMdSQk4nalleC51ASZ9CmGaoOCPTJv6bj1fuEHZjU9pTObAvKMCuEgsyy70fyrrW42s8A6DjTBIhUCGSmBMK7ngoNebatcvFf0045Gt07FSs5wp8Ene4rXpJWQ=w80-h142-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""-Multi press machine bisa buat flat / incline chest, atau shoulder.""","",""
"https://www.google.com/maps/place/DF+FIT+CLUB/data=!4m7!3m6!1s0x2e7a597aeebd9989:0x8551a3fb57cd17c!8m2!3d-7.7804898!4d110.3926605!16s%2Fg%2F11js7w70j3!19sChIJiZm97npZei4RfNF8tT8aVQg?authuser=0&hl=id&rclk=1","DF FIT CLUB","4,7","(140)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFT-TKDdnQP-8X4_JprBC95Kvq1uUN9hqArpFOVzmznIUQw99ba2fl5fh9c8h7GWmR16Q__wbSm7SOFutN6l8fwYh9qtCiIMkCS9c4dXIhtzi31NlbAZBgqaRs9lLCuvOCugndI=w163-h92-k-no","","Jl. Demangan Baru","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","gym","yg Bersih, nyaman, es americano lemon dan arem2 nya juaraaaaa"""
"https://www.google.com/maps/place/Freedom+Fitness+%26+Gym+Yogyakarta/data=!4m7!3m6!1s0x2e7a59f22a16c077:0xa18fe06a08e3be94!8m2!3d-7.7770725!4d110.4160996!16s%2Fg%2F11c5sqfbdn!19sChIJd8AWKvJZei4RlL7jCGrgj6E?authuser=0&hl=id&rclk=1","Freedom Fitness & Gym Yogyakarta","4,6","(71)","Tempat Fitness","·","Jl. Babarsari No.TB 13, RW.4","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFG4AqinSs0nOP1boiNFvhz6oOGboTe6G5CVmUVT_BVw4sxuDv-MkuOAPGlmzFzxOYiNiELSfS-cPA_PcnTIg_lt-AaTpH-6vKJjMVw5pfSUdEUtSsSvIZF-wfsf0OCqR6Xd0E=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","murah dengan harga dibawah 100k dengan alat yang cukup lengkap."""
"https://www.google.com/maps/place/HAN+ACADEMY+JOGJA+-+METEOR/data=!4m7!3m6!1s0x2e7a5f5600ffd08f:0xd1f77a3473b4ef87!8m2!3d-7.7005205!4d110.414842!16s%2Fg%2F11qnb7f_3b!19sChIJj9D_AFZfei4Rh--0czR699E?authuser=0&hl=id&rclk=1","HAN ACADEMY JOGJA - METEOR","5,0","(54)","Gym Tinju Muay Thai","·","·","Tutup","· Buka pukul 16.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGENU2HPtcRkFC8aNB6K5s9B7XEPp3C4IF36pAwgYk7REctyrgxIm2-Vyj800xM8JLwkmIAg7RBbk7qhoS2ZeKRqfiSMG_4XH1trJDFRdw6LKdgopUWSZzOqoIqzs5ZXuHSQOIxkoEqN4nV=w80-h142-k-no","","Jl. Kaliurang No.22","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coachnya seru buangett loh""","",""
"https://www.google.com/maps/place/Fitness+Center+HSC+UNY/data=!4m7!3m6!1s0x2e7a59c984d8315f:0x5c2eddf0ea6dff71!8m2!3d-7.7772775!4d110.3863409!16s%2Fg%2F1pzprbz2r!19sChIJXzHYhMlZei4Rcf9t6vDdLlw?authuser=0&hl=id&rclk=1","Fitness Center HSC UNY","4,7","(301)","Tempat Fitness","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxkXxkB85YEQQRXYHkBTSQ-kwic7f_RNXBTYNJLj9zlwiTfxohPtXIuc6TRHCB_kNfAPTYviUlLB-47SRf8wTjHxHPJkHRNpx5gu-gcM-bwaButORA_wiKMHpiD3kI2oObDt9C=w163-h92-k-no","","Jl. Karangmalang Jl. Colombo No.1","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas","Gym","lengkap
Terapis jg banyak + expert"""
"https://www.google.com/maps/place/FORZA+GYM/data=!4m7!3m6!1s0x2e7a5900271da937:0x42a9a6d67628e7f8!8m2!3d-7.7730719!4d110.4115328!16s%2Fg%2F11w8n7flbg!19sChIJN6kdJwBZei4R-OcodtamqUI?authuser=0&hl=id&rclk=1","FORZA GYM","5,0","(32)","Tempat Fitness","·","Komplek Ruko babarsari, Jl. Babarsari","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZwWkOap_vJc9kkScjBplfrU3fcTCFpY1aArTBWAkrUWK_dg7G_PsLiRbmmMuOt3i-J3iSGqP23ZgZLywrUZJoXm9OUBeI0gH-Nj3zHzYVjmHR1Ee3HtNR7nX45X-CWV2DCwHIVdgLCPM=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","murah dengan alat yang cukup lengkap"""
"https://www.google.com/maps/place/Gress+Gym/data=!4m7!3m6!1s0x2e7a5bc3e90f0e37:0x804f56302806ecd4!8m2!3d-7.787963!4d110.4498385!16s%2Fg%2F11nwcb9z6h!19sChIJNw4P6cNbei4R1OwGKDBWT4A?authuser=0&hl=id&rclk=1","Gress Gym","4,6","(79)","Tempat Fitness","·","·","Buka","· Tutup pukul 23.00","","","6C6X+RW8","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","Murah meriahdi daerah kalitirto - kalasan
tempat + owner juga enak"""
"https://www.google.com/maps/place/Richo+Fitness/data=!4m7!3m6!1s0x2e7a59aa652f52bf:0x6515dac3a048c061!8m2!3d-7.75451!4d110.3820271!16s%2Fg%2F1pzvc12wz!19sChIJv1IvZapZei4RYcBIoMPaFWU?authuser=0&hl=id&rclk=1","Richo Fitness","4,5","(15)","Tempat Fitness","·","JL. Pandega Marta, Kentungan, Jl. Pandega Marta No.11","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEi1H1F-q4u1GkLC5eHf0Ym6_EQofKTT8b1oKiePT4TX3VEVMu-qnrpleNXqeZZaO06V4JCaHQDZg571ghB0Vkxgvlpp6O03drJnXsa-Qx5BZ1bpfKXx2CPLsv7BshSWNELgN83XR8-XPINiwMWQPjmibSsBh1e6MJbjeTA4HxuC-Sdjl9WRelil4JvDcmfC5TBRg=w122-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Private training 700k per 10 pertemuan🫶🏼🫶🏼""","",""
